"","Files","Name","LLcode","Lat","NS","dex","LatMin","LatMax","LonMin","LonMax"
"482","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_10_2010LC030/S20_10_2010LC030_ATS.TIF","S20_10_2010LC030_ATS.TIF","S20_10",-10,"S",20,-15,-10,-66,-60
"483","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_15_2010LC030/S20_15_2010LC030_ATS.TIF","S20_15_2010LC030_ATS.TIF","S20_15",-15,"S",20,-20,-15,-66,-60
"484","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_20_2010LC030/S20_20_2010LC030_ATS.TIF","S20_20_2010LC030_ATS.TIF","S20_20",-20,"S",20,-25,-20,-66,-60
"485","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_25_2010LC030/S20_25_2010LC030_ATS.TIF","S20_25_2010LC030_ATS.TIF","S20_25",-25,"S",20,-30,-25,-66,-60
"486","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_30_2010LC030/S20_30_2010LC030_ATS.TIF","S20_30_2010LC030_ATS.TIF","S20_30",-30,"S",20,-35,-30,-66,-60
"487","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_35_2010LC030/S20_35_2010LC030_ATS.TIF","S20_35_2010LC030_ATS.TIF","S20_35",-35,"S",20,-40,-35,-66,-60
"488","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_40_2010LC030/S20_40_2010LC030_ATS.TIF","S20_40_2010LC030_ATS.TIF","S20_40",-40,"S",20,-45,-40,-66,-60
"489","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_45_2010LC030/S20_45_2010LC030_ATS.TIF","S20_45_2010LC030_ATS.TIF","S20_45",-45,"S",20,-50,-45,-66,-60
"490","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_50_2010LC030/S20_50_2010LC030_ATS.TIF","S20_50_2010LC030_ATS.TIF","S20_50",-50,"S",20,-55,-50,-66,-60
"491","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_00_2010LC030/S21_00_2010LC030_ATS.TIF","S21_00_2010LC030_ATS.TIF","S21_00",0,"S",21,-5,0,-60,-54
"492","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_05_2010LC030/S21_05_2010LC030_ATS.TIF","S21_05_2010LC030_ATS.TIF","S21_05",-5,"S",21,-10,-5,-60,-54
"493","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_10_2010LC030/S21_10_2010LC030_ATS.TIF","S21_10_2010LC030_ATS.TIF","S21_10",-10,"S",21,-15,-10,-60,-54
"494","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_15_2010LC030/S21_15_2010LC030_ATS.TIF","S21_15_2010LC030_ATS.TIF","S21_15",-15,"S",21,-20,-15,-60,-54
"495","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_20_2010LC030/S21_20_2010LC030_ATS.TIF","S21_20_2010LC030_ATS.TIF","S21_20",-20,"S",21,-25,-20,-60,-54
"496","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_25_2010LC030/S21_25_2010LC030_ATS.TIF","S21_25_2010LC030_ATS.TIF","S21_25",-25,"S",21,-30,-25,-60,-54
"497","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_30_2010LC030/S21_30_2010LC030_ATS.TIF","S21_30_2010LC030_ATS.TIF","S21_30",-30,"S",21,-35,-30,-60,-54
"498","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_35_2010LC030/S21_35_2010LC030_ATS.TIF","S21_35_2010LC030_ATS.TIF","S21_35",-35,"S",21,-40,-35,-60,-54
"499","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S21_50_2010LC030/S21_50_2010LC030_ATS.TIF","S21_50_2010LC030_ATS.TIF","S21_50",-50,"S",21,-55,-50,-60,-54
"500","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_00_2010LC030/S22_00_2010LC030_ATS.TIF","S22_00_2010LC030_ATS.TIF","S22_00",0,"S",22,-5,0,-54,-48
"501","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_05_2010LC030/S22_05_2010LC030_ATS.TIF","S22_05_2010LC030_ATS.TIF","S22_05",-5,"S",22,-10,-5,-54,-48
"502","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_10_2010LC030/S22_10_2010LC030_ATS.TIF","S22_10_2010LC030_ATS.TIF","S22_10",-10,"S",22,-15,-10,-54,-48
"503","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_15_2010LC030/S22_15_2010LC030_ATS.TIF","S22_15_2010LC030_ATS.TIF","S22_15",-15,"S",22,-20,-15,-54,-48
"504","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_20_2010LC030/S22_20_2010LC030_ATS.TIF","S22_20_2010LC030_ATS.TIF","S22_20",-20,"S",22,-25,-20,-54,-48
"505","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_25_2010LC030/S22_25_2010LC030_ATS.TIF","S22_25_2010LC030_ATS.TIF","S22_25",-25,"S",22,-30,-25,-54,-48
"506","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S22_30_2010LC030/S22_30_2010LC030_ATS.TIF","S22_30_2010LC030_ATS.TIF","S22_30",-30,"S",22,-35,-30,-54,-48
"507","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S23_00_2010LC030/S23_00_2010LC030_ATS.TIF","S23_00_2010LC030_ATS.TIF","S23_00",0,"S",23,-5,0,-48,-42
"508","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S23_05_2010LC030/S23_05_2010LC030_ATS.TIF","S23_05_2010LC030_ATS.TIF","S23_05",-5,"S",23,-10,-5,-48,-42
"509","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S23_10_2010LC030/S23_10_2010LC030_ATS.TIF","S23_10_2010LC030_ATS.TIF","S23_10",-10,"S",23,-15,-10,-48,-42
"510","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S23_15_2010LC030/S23_15_2010LC030_ATS.TIF","S23_15_2010LC030_ATS.TIF","S23_15",-15,"S",23,-20,-15,-48,-42
"511","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S23_20_2010LC030/S23_20_2010LC030_ATS.TIF","S23_20_2010LC030_ATS.TIF","S23_20",-20,"S",23,-25,-20,-48,-42
"512","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S23_25_2010LC030/S23_25_2010LC030_ATS.TIF","S23_25_2010LC030_ATS.TIF","S23_25",-25,"S",23,-30,-25,-48,-42
"513","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S24_00_2010LC030/S24_00_2010LC030_ATS.TIF","S24_00_2010LC030_ATS.TIF","S24_00",0,"S",24,-5,0,-42,-36
"514","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S24_05_2010LC030/S24_05_2010LC030_ATS.TIF","S24_05_2010LC030_ATS.TIF","S24_05",-5,"S",24,-10,-5,-42,-36
"515","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S24_10_2010LC030/S24_10_2010LC030_ATS.TIF","S24_10_2010LC030_ATS.TIF","S24_10",-10,"S",24,-15,-10,-42,-36
"516","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S24_15_2010LC030/S24_15_2010LC030_ATS.TIF","S24_15_2010LC030_ATS.TIF","S24_15",-15,"S",24,-20,-15,-42,-36
"517","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S24_20_2010LC030/S24_20_2010LC030_ATS.TIF","S24_20_2010LC030_ATS.TIF","S24_20",-20,"S",24,-25,-20,-42,-36
"518","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S25_00_2010LC030/S25_00_2010LC030_ATS.TIF","S25_00_2010LC030_ATS.TIF","S25_00",0,"S",25,-5,0,-36,-30
"519","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S25_05_2010LC030/S25_05_2010LC030_ATS.TIF","S25_05_2010LC030_ATS.TIF","S25_05",-5,"S",25,-10,-5,-36,-30
"520","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N02_15_2010LC030/N02_15_2010LC030_ATS.TIF","N02_15_2010LC030_ATS.TIF","N02_15",15,"N",2,15,20,-174,-168
"521","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N03_05_2010LC030/N03_05_2010LC030_ATS.TIF","N03_05_2010LC030_ATS.TIF","N03_05",5,"N",3,5,10,-168,-162
"522","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N04_00_2010LC030/N04_00_2010LC030_ATS.TIF","N04_00_2010LC030_ATS.TIF","N04_00",0,"N",4,0,5,-162,-156
"523","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N26_10_2010LC030/N26_10_2010LC030_ATS.TIF","N26_10_2010LC030_ATS.TIF","N26_10",10,"N",26,10,15,-30,-24
"524","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N26_15_2010LC030/N26_15_2010LC030_ATS.TIF","N26_15_2010LC030_ATS.TIF","N26_15",15,"N",26,15,20,-30,-24
"525","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N27_10_2010LC030/N27_10_2010LC030_ATS.TIF","N27_10_2010LC030_ATS.TIF","N27_10",10,"N",27,10,15,-24,-18
"526","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N27_15_2010LC030/N27_15_2010LC030_ATS.TIF","N27_15_2010LC030_ATS.TIF","N27_15",15,"N",27,15,20,-24,-18
"527","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N27_25_2010LC030/N27_25_2010LC030_ATS.TIF","N27_25_2010LC030_ATS.TIF","N27_25",25,"N",27,25,30,-24,-18
"528","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N28_05_2010LC030/N28_05_2010LC030_ATS.TIF","N28_05_2010LC030_ATS.TIF","N28_05",5,"N",28,5,10,-18,-12
"529","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N28_10_2010LC030/N28_10_2010LC030_ATS.TIF","N28_10_2010LC030_ATS.TIF","N28_10",10,"N",28,10,15,-18,-12
"530","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N28_15_2010LC030/N28_15_2010LC030_ATS.TIF","N28_15_2010LC030_ATS.TIF","N28_15",15,"N",28,15,20,-18,-12
"531","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N28_25_2010LC030/N28_25_2010LC030_ATS.TIF","N28_25_2010LC030_ATS.TIF","N28_25",25,"N",28,25,30,-18,-12
"532","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N28_30_2010LC030/N28_30_2010LC030_ATS.TIF","N28_30_2010LC030_ATS.TIF","N28_30",30,"N",28,30,35,-18,-12
"533","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_00_2010LC030/N29_00_2010LC030_ATS.TIF","N29_00_2010LC030_ATS.TIF","N29_00",0,"N",29,0,5,-12,-6
"534","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_05_2010LC030/N29_05_2010LC030_ATS.TIF","N29_05_2010LC030_ATS.TIF","N29_05",5,"N",29,5,10,-12,-6
"535","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_10_2010LC030/N29_10_2010LC030_ATS.TIF","N29_10_2010LC030_ATS.TIF","N29_10",10,"N",29,10,15,-12,-6
"536","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_15_2010LC030/N29_15_2010LC030_ATS.TIF","N29_15_2010LC030_ATS.TIF","N29_15",15,"N",29,15,20,-12,-6
"537","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_20_2010LC030/N29_20_2010LC030_ATS.TIF","N29_20_2010LC030_ATS.TIF","N29_20",20,"N",29,20,25,-12,-6
"538","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_25_2010LC030/N29_25_2010LC030_ATS.TIF","N29_25_2010LC030_ATS.TIF","N29_25",25,"N",29,25,30,-12,-6
"539","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_30_2010LC030/N29_30_2010LC030_ATS.TIF","N29_30_2010LC030_ATS.TIF","N29_30",30,"N",29,30,35,-12,-6
"540","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N29_35_2010LC030/N29_35_2010LC030_ATS.TIF","N29_35_2010LC030_ATS.TIF","N29_35",35,"N",29,35,40,-12,-6
"541","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_00_2010LC030/N30_00_2010LC030_ATS.TIF","N30_00_2010LC030_ATS.TIF","N30_00",0,"N",30,0,5,-6,0
"542","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_05_2010LC030/N30_05_2010LC030_ATS.TIF","N30_05_2010LC030_ATS.TIF","N30_05",5,"N",30,5,10,-6,0
"543","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_10_2010LC030/N30_10_2010LC030_ATS.TIF","N30_10_2010LC030_ATS.TIF","N30_10",10,"N",30,10,15,-6,0
"544","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_15_2010LC030/N30_15_2010LC030_ATS.TIF","N30_15_2010LC030_ATS.TIF","N30_15",15,"N",30,15,20,-6,0
"545","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_25_2010LC030/N30_25_2010LC030_ATS.TIF","N30_25_2010LC030_ATS.TIF","N30_25",25,"N",30,25,30,-6,0
"546","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_30_2010LC030/N30_30_2010LC030_ATS.TIF","N30_30_2010LC030_ATS.TIF","N30_30",30,"N",30,30,35,-6,0
"547","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N30_35_2010LC030/N30_35_2010LC030_ATS.TIF","N30_35_2010LC030_ATS.TIF","N30_35",35,"N",30,35,40,-6,0
"548","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_00_2010LC030/N31_00_2010LC030_ATS.TIF","N31_00_2010LC030_ATS.TIF","N31_00",0,"N",31,0,5,0,6
"549","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_05_2010LC030/N31_05_2010LC030_ATS.TIF","N31_05_2010LC030_ATS.TIF","N31_05",5,"N",31,5,10,0,6
"550","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_10_2010LC030/N31_10_2010LC030_ATS.TIF","N31_10_2010LC030_ATS.TIF","N31_10",10,"N",31,10,15,0,6
"551","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_15_2010LC030/N31_15_2010LC030_ATS.TIF","N31_15_2010LC030_ATS.TIF","N31_15",15,"N",31,15,20,0,6
"552","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_20_2010LC030/N31_20_2010LC030_ATS.TIF","N31_20_2010LC030_ATS.TIF","N31_20",20,"N",31,20,25,0,6
"553","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_25_2010LC030/N31_25_2010LC030_ATS.TIF","N31_25_2010LC030_ATS.TIF","N31_25",25,"N",31,25,30,0,6
"554","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_30_2010LC030/N31_30_2010LC030_ATS.TIF","N31_30_2010LC030_ATS.TIF","N31_30",30,"N",31,30,35,0,6
"555","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N31_35_2010LC030/N31_35_2010LC030_ATS.TIF","N31_35_2010LC030_ATS.TIF","N31_35",35,"N",31,35,40,0,6
"556","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_00_2010LC030/N32_00_2010LC030_ATS.TIF","N32_00_2010LC030_ATS.TIF","N32_00",0,"N",32,0,5,6,12
"557","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_05_2010LC030/N32_05_2010LC030_ATS.TIF","N32_05_2010LC030_ATS.TIF","N32_05",5,"N",32,5,10,6,12
"558","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_10_2010LC030/N32_10_2010LC030_ATS.TIF","N32_10_2010LC030_ATS.TIF","N32_10",10,"N",32,10,15,6,12
"559","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_15_2010LC030/N32_15_2010LC030_ATS.TIF","N32_15_2010LC030_ATS.TIF","N32_15",15,"N",32,15,20,6,12
"560","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_20_2010LC030/N32_20_2010LC030_ATS.TIF","N32_20_2010LC030_ATS.TIF","N32_20",20,"N",32,20,25,6,12
"561","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_25_2010LC030/N32_25_2010LC030_ATS.TIF","N32_25_2010LC030_ATS.TIF","N32_25",25,"N",32,25,30,6,12
"562","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N32_30_2010LC030/N32_30_2010LC030_ATS.TIF","N32_30_2010LC030_ATS.TIF","N32_30",30,"N",32,30,35,6,12
"563","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_00_2010LC030/N33_00_2010LC030_ATS.TIF","N33_00_2010LC030_ATS.TIF","N33_00",0,"N",33,0,5,12,18
"564","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_05_2010LC030/N33_05_2010LC030_ATS.TIF","N33_05_2010LC030_ATS.TIF","N33_05",5,"N",33,5,10,12,18
"565","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_10_2010LC030/N33_10_2010LC030_ATS.TIF","N33_10_2010LC030_ATS.TIF","N33_10",10,"N",33,10,15,12,18
"566","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_15_2010LC030/N33_15_2010LC030_ATS.TIF","N33_15_2010LC030_ATS.TIF","N33_15",15,"N",33,15,20,12,18
"567","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_20_2010LC030/N33_20_2010LC030_ATS.TIF","N33_20_2010LC030_ATS.TIF","N33_20",20,"N",33,20,25,12,18
"568","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_25_2010LC030/N33_25_2010LC030_ATS.TIF","N33_25_2010LC030_ATS.TIF","N33_25",25,"N",33,25,30,12,18
"569","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N33_30_2010LC030/N33_30_2010LC030_ATS.TIF","N33_30_2010LC030_ATS.TIF","N33_30",30,"N",33,30,35,12,18
"570","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N34_00_2010LC030/N34_00_2010LC030_ATS.TIF","N34_00_2010LC030_ATS.TIF","N34_00",0,"N",34,0,5,18,24
"571","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N34_05_2010LC030/N34_05_2010LC030_ATS.TIF","N34_05_2010LC030_ATS.TIF","N34_05",5,"N",34,5,10,18,24
"572","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N34_10_2010LC030/N34_10_2010LC030_ATS.TIF","N34_10_2010LC030_ATS.TIF","N34_10",10,"N",34,10,15,18,24
"573","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N34_15_2010LC030/N34_15_2010LC030_ATS.TIF","N34_15_2010LC030_ATS.TIF","N34_15",15,"N",34,15,20,18,24
"574","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N34_20_2010LC030/N34_20_2010LC030_ATS.TIF","N34_20_2010LC030_ATS.TIF","N34_20",20,"N",34,20,25,18,24
"575","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N34_25_2010LC030/N34_25_2010LC030_ATS.TIF","N34_25_2010LC030_ATS.TIF","N34_25",25,"N",34,25,30,18,24
"576","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N35_00_2010LC030/N35_00_2010LC030_ATS.TIF","N35_00_2010LC030_ATS.TIF","N35_00",0,"N",35,0,5,24,30
"577","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N35_05_2010LC030/N35_05_2010LC030_ATS.TIF","N35_05_2010LC030_ATS.TIF","N35_05",5,"N",35,5,10,24,30
"578","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N35_10_2010LC030/N35_10_2010LC030_ATS.TIF","N35_10_2010LC030_ATS.TIF","N35_10",10,"N",35,10,15,24,30
"579","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N35_15_2010LC030/N35_15_2010LC030_ATS.TIF","N35_15_2010LC030_ATS.TIF","N35_15",15,"N",35,15,20,24,30
"580","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N35_20_2010LC030/N35_20_2010LC030_ATS.TIF","N35_20_2010LC030_ATS.TIF","N35_20",20,"N",35,20,25,24,30
"581","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N35_25_2010LC030/N35_25_2010LC030_ATS.TIF","N35_25_2010LC030_ATS.TIF","N35_25",25,"N",35,25,30,24,30
"582","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_00_2010LC030/N36_00_2010LC030_ATS.TIF","N36_00_2010LC030_ATS.TIF","N36_00",0,"N",36,0,5,30,36
"583","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_05_2010LC030/N36_05_2010LC030_ATS.TIF","N36_05_2010LC030_ATS.TIF","N36_05",5,"N",36,5,10,30,36
"584","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_10_2010LC030/N36_10_2010LC030_ATS.TIF","N36_10_2010LC030_ATS.TIF","N36_10",10,"N",36,10,15,30,36
"585","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_15_2010LC030/N36_15_2010LC030_ATS.TIF","N36_15_2010LC030_ATS.TIF","N36_15",15,"N",36,15,20,30,36
"586","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_20_2010LC030/N36_20_2010LC030_ATS.TIF","N36_20_2010LC030_ATS.TIF","N36_20",20,"N",36,20,25,30,36
"587","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_25_2010LC030/N36_25_2010LC030_ATS.TIF","N36_25_2010LC030_ATS.TIF","N36_25",25,"N",36,25,30,30,36
"588","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N36_30_2010LC030/N36_30_2010LC030_ATS.TIF","N36_30_2010LC030_ATS.TIF","N36_30",30,"N",36,30,35,30,36
"589","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N37_00_2010LC030/N37_00_2010LC030_ATS.TIF","N37_00_2010LC030_ATS.TIF","N37_00",0,"N",37,0,5,36,42
"590","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N37_05_2010LC030/N37_05_2010LC030_ATS.TIF","N37_05_2010LC030_ATS.TIF","N37_05",5,"N",37,5,10,36,42
"591","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N37_10_2010LC030/N37_10_2010LC030_ATS.TIF","N37_10_2010LC030_ATS.TIF","N37_10",10,"N",37,10,15,36,42
